ICR,Resolution (eV FWHM @ 5.9 KeV)
254224.99859975357, 130.61889437995632
256796.4811806878, 130.76102363712982
256796.4811806878, 130.61889437995632
259367.96376162206, 130.76102363712982
259367.96376162206, 130.61889437995632
261939.4463425563, 130.76102363712982
261939.4463425563, 130.61889437995632
264510.9289234906, 130.76102363712982
264510.9289234906, 130.61889437995632
267082.41150442476, 130.76102363712982
267082.41150442476, 130.61889437995632
269653.89408535906, 130.76102363712982
269653.89408535906, 130.61889437995632
272225.37666629325, 130.76102363712982
272225.37666629325, 130.61889437995632
274796.85924722755, 130.76102363712982
274796.85924722755, 130.61889437995632
277368.34182816173, 130.76102363712982
277368.34182816173, 130.61889437995632
279939.82440909604, 130.76102363712982
279939.82440909604, 130.61889437995632
282511.3069900302, 130.76102363712982
282511.3069900302, 130.61889437995632
285082.7895709645, 130.76102363712982
285082.7895709645, 130.61889437995632
287654.2721518987, 130.76102363712982
287654.2721518987, 130.61889437995632
290225.754732833, 130.76102363712982
290225.754732833, 130.61889437995632
292797.2373137672, 130.76102363712982
292797.2373137672, 130.61889437995632
295368.7198947015, 130.76102363712982
295368.7198947015, 130.61889437995632
297940.2024756357, 130.76102363712982
297940.2024756357, 130.61889437995632
300511.68505657, 130.76102363712982
300511.68505657, 130.61889437995632
303083.1676375042, 130.76102363712982
303083.1676375042, 130.61889437995632
305654.6502184385, 130.76102363712982
305654.6502184385, 130.61889437995632
308226.13279937266, 130.76102363712982
308226.13279937266, 130.61889437995632
310797.61538030696, 130.76102363712982
310797.61538030696, 130.61889437995632
313369.09796124115, 130.76102363712982
315940.58054217545, 130.76102363712982
318512.06312310963, 130.76102363712982
321083.54570404394, 130.76102363712982
323655.0282849781, 130.76102363712982
326226.5108659124, 130.76102363712982
328797.9934468466, 130.76102363712982
331369.4760277809, 130.76102363712982
333940.9586087151, 130.76102363712982
336512.4411896494, 130.76102363712982
339083.9237705836, 130.76102363712982
341655.4063515179, 130.76102363712982
344226.8889324521, 130.90315289430333
344226.8889324521, 130.76102363712982
346798.3715133864, 130.90315289430333
346798.3715133864, 130.76102363712982
349369.8540943207, 130.90315289430333
349369.8540943207, 130.76102363712982
351941.33667525486, 130.90315289430333
351941.33667525486, 130.76102363712982
354512.81925618916, 130.90315289430333
354512.81925618916, 130.76102363712982
357084.30183712335, 130.90315289430333
357084.30183712335, 130.76102363712982
359655.78441805765, 130.90315289430333
359655.78441805765, 130.76102363712982
362227.26699899184, 130.90315289430333
362227.26699899184, 130.76102363712982
364798.74957992614, 130.90315289430333
364798.74957992614, 130.76102363712982
367370.2321608603, 130.90315289430333
367370.2321608603, 130.76102363712982
369941.7147417946, 130.90315289430333
369941.7147417946, 130.76102363712982
372513.1973227288, 130.90315289430333
372513.1973227288, 130.76102363712982
375084.6799036631, 130.90315289430333
375084.6799036631, 130.76102363712982
377656.1624845973, 130.90315289430333
377656.1624845973, 130.76102363712982
380227.6450655315, 130.90315289430333
380227.6450655315, 130.76102363712982
382799.1276464658, 130.90315289430333
382799.1276464658, 130.76102363712982
385370.6102274, 130.90315289430333
385370.6102274, 130.76102363712982
387942.0928083343, 130.90315289430333
387942.0928083343, 130.76102363712982
390513.57538926846, 130.90315289430333
390513.57538926846, 130.76102363712982
393085.05797020276, 130.90315289430333
395656.54055113695, 130.90315289430333
398228.02313207125, 130.90315289430333
400799.50571300543, 130.90315289430333
403370.98829393974, 131.04528215147684
403370.98829393974, 130.90315289430333
405942.4708748739, 131.04528215147684
405942.4708748739, 130.90315289430333
408513.9534558082, 131.04528215147684
408513.9534558082, 130.90315289430333
411085.4360367424, 131.04528215147684
411085.4360367424, 130.90315289430333
413656.9186176767, 131.04528215147684
413656.9186176767, 130.90315289430333
416228.4011986109, 131.04528215147684
416228.4011986109, 130.90315289430333
418799.8837795452, 131.04528215147684
418799.8837795452, 130.90315289430333
421371.3663604794, 131.04528215147684
421371.3663604794, 130.90315289430333
423942.8489414137, 131.04528215147684
423942.8489414137, 130.90315289430333
426514.3315223479, 131.04528215147684
426514.3315223479, 130.90315289430333
429085.8141032822, 131.04528215147684
429085.8141032822, 130.90315289430333
431657.2966842165, 131.04528215147684
434228.77926515066, 131.04528215147684
436800.26184608496, 131.04528215147684
439371.74442701915, 131.04528215147684
441943.22700795345, 131.04528215147684
444514.70958888764, 131.18741140865035
444514.70958888764, 131.04528215147684
447086.19216982194, 131.18741140865035
447086.19216982194, 131.04528215147684
449657.6747507561, 131.18741140865035
449657.6747507561, 131.04528215147684
452229.1573316904, 131.18741140865035
452229.1573316904, 131.04528215147684
454800.6399126246, 131.18741140865035
454800.6399126246, 131.04528215147684
457372.1224935589, 131.18741140865035
457372.1224935589, 131.04528215147684
459943.6050744931, 131.18741140865035
459943.6050744931, 131.04528215147684
462515.0876554274, 131.18741140865035
462515.0876554274, 131.04528215147684
465086.5702363616, 131.18741140865035
465086.5702363616, 131.04528215147684
467658.0528172959, 131.18741140865035
467658.0528172959, 131.04528215147684
470229.5353982301, 131.18741140865035
472801.0179791644, 131.18741140865035
475372.50056009856, 131.18741140865035
477943.98314103286, 131.18741140865035
480515.46572196705, 131.18741140865035
483086.94830290135, 131.32954066582386
483086.94830290135, 131.18741140865035
485658.43088383554, 131.32954066582386
485658.43088383554, 131.18741140865035
488229.91346476984, 131.32954066582386
488229.91346476984, 131.18741140865035
490801.396045704, 131.32954066582386
490801.396045704, 131.18741140865035
493372.8786266383, 131.32954066582386
493372.8786266383, 131.18741140865035
495944.3612075725, 131.32954066582386
495944.3612075725, 131.18741140865035
498515.8437885068, 131.32954066582386
498515.8437885068, 131.18741140865035
501087.326369441, 131.32954066582386
501087.326369441, 131.18741140865035
503658.8089503753, 131.32954066582386
503658.8089503753, 131.18741140865035
506230.2915313095, 131.32954066582386
506230.2915313095, 131.18741140865035
508801.7741122438, 131.32954066582386
508801.7741122438, 131.18741140865035
511373.256693178, 131.32954066582386
511373.256693178, 131.18741140865035
513944.7392741123, 131.32954066582386
513944.7392741123, 131.18741140865035
516516.22185504646, 131.32954066582386
516516.22185504646, 131.18741140865035
519087.70443598076, 131.32954066582386
519087.70443598076, 131.18741140865035
521659.18701691495, 131.32954066582386
521659.18701691495, 131.18741140865035
524230.66959784925, 131.32954066582386
524230.66959784925, 131.18741140865035
526802.1521787834, 131.32954066582386
526802.1521787834, 131.18741140865035
529373.6347597177, 131.32954066582386
529373.6347597177, 131.18741140865035
531945.1173406519, 131.32954066582386
531945.1173406519, 131.18741140865035
534516.5999215862, 131.32954066582386
534516.5999215862, 131.18741140865035
537088.0825025204, 131.32954066582386
537088.0825025204, 131.18741140865035
539659.5650834547, 131.32954066582386
539659.5650834547, 131.18741140865035
542231.0476643889, 131.32954066582386
542231.0476643889, 131.18741140865035
544802.5302453232, 131.32954066582386
544802.5302453232, 131.18741140865035
547374.0128262574, 131.32954066582386
547374.0128262574, 131.18741140865035
549945.4954071917, 131.32954066582386
552516.9779881259, 131.32954066582386
555088.4605690602, 131.32954066582386
557659.9431499944, 131.32954066582386
560231.4257309287, 131.32954066582386
562802.9083118628, 131.32954066582386
565374.3908927971, 131.32954066582386
567945.8734737313, 131.32954066582386
570517.3560546656, 131.32954066582386
573088.8386355998, 131.32954066582386
575660.3212165341, 131.32954066582386
578231.8037974683, 131.32954066582386
580803.2863784026, 131.47166992299736
580803.2863784026, 131.32954066582386
583374.7689593368, 131.47166992299736
583374.7689593368, 131.32954066582386
585946.2515402711, 131.47166992299736
585946.2515402711, 131.32954066582386
588517.7341212053, 131.47166992299736
588517.7341212053, 131.32954066582386
591089.2167021396, 131.47166992299736
591089.2167021396, 131.32954066582386
593660.6992830739, 131.47166992299736
593660.6992830739, 131.32954066582386
596232.1818640081, 131.47166992299736
596232.1818640081, 131.32954066582386
598803.6644449424, 131.47166992299736
598803.6644449424, 131.32954066582386
601375.1470258766, 131.47166992299736
601375.1470258766, 131.32954066582386
603946.6296068109, 131.47166992299736
603946.6296068109, 131.32954066582386
606518.112187745, 131.47166992299736
606518.112187745, 131.32954066582386
609089.5947686794, 131.47166992299736
609089.5947686794, 131.32954066582386
611661.0773496135, 131.47166992299736
611661.0773496135, 131.32954066582386
614232.5599305478, 131.47166992299736
614232.5599305478, 131.32954066582386
616804.042511482, 131.47166992299736
616804.042511482, 131.32954066582386
619375.5250924163, 131.47166992299736
619375.5250924163, 131.32954066582386
621947.0076733505, 131.47166992299736
621947.0076733505, 131.32954066582386
624518.4902542848, 131.47166992299736
624518.4902542848, 131.32954066582386
627089.972835219, 131.47166992299736
627089.972835219, 131.32954066582386
629661.4554161533, 131.47166992299736
629661.4554161533, 131.32954066582386
632232.9379970875, 131.47166992299736
632232.9379970875, 131.32954066582386
634804.4205780218, 131.47166992299736
634804.4205780218, 131.32954066582386
637375.903158956, 131.47166992299736
637375.903158956, 131.32954066582386
639947.3857398903, 131.47166992299736
639947.3857398903, 131.32954066582386
642518.8683208245, 131.32954066582386
645090.3509017588, 131.32954066582386
647661.833482693, 131.32954066582386
650233.3160636273, 131.32954066582386
652804.7986445614, 131.32954066582386
655376.2812254957, 131.32954066582386
657947.7638064299, 131.32954066582386
660519.2463873642, 131.32954066582386
660519.2463873642, 131.18741140865035
663090.7289682984, 131.32954066582386
663090.7289682984, 131.18741140865035
665662.2115492327, 131.32954066582386
665662.2115492327, 131.18741140865035
668233.6941301669, 131.32954066582386
668233.6941301669, 131.18741140865035
670805.1767111012, 131.32954066582386
670805.1767111012, 131.18741140865035
673376.6592920354, 131.32954066582386
673376.6592920354, 131.18741140865035
675948.1418729697, 131.32954066582386
675948.1418729697, 131.18741140865035
678519.6244539039, 131.32954066582386
678519.6244539039, 131.18741140865035
681091.1070348382, 131.32954066582386
681091.1070348382, 131.18741140865035
683662.5896157724, 131.32954066582386
683662.5896157724, 131.18741140865035
686234.0721967067, 131.32954066582386
686234.0721967067, 131.18741140865035
688805.5547776408, 131.32954066582386
688805.5547776408, 131.18741140865035
691377.0373585752, 131.32954066582386
691377.0373585752, 131.18741140865035
693948.5199395093, 131.32954066582386
693948.5199395093, 131.18741140865035
696520.0025204436, 131.32954066582386
699091.4851013778, 131.47166992299736
699091.4851013778, 131.32954066582386
701662.9676823121, 131.47166992299736
701662.9676823121, 131.32954066582386
704234.4502632463, 131.47166992299736
706805.9328441806, 131.61379918017087
706805.9328441806, 131.47166992299736
709377.4154251148, 131.61379918017087
709377.4154251148, 131.47166992299736
711948.8980060491, 131.75592843734438
711948.8980060491, 131.61379918017087
714520.3805869833, 131.75592843734438
714520.3805869833, 131.61379918017087
717091.8631679176, 131.75592843734438
719663.3457488518, 131.8980576945179
719663.3457488518, 131.75592843734438
722234.8283297861, 131.8980576945179
722234.8283297861, 131.75592843734438
724806.3109107203, 131.8980576945179
727377.7934916546, 132.04018695169137
727377.7934916546, 131.8980576945179
729949.2760725887, 132.04018695169137
732520.758653523, 132.18231620886488
732520.758653523, 132.04018695169137
735092.2412344572, 132.18231620886488
735092.2412344572, 132.04018695169137
737663.7238153915, 132.18231620886488
740235.2063963257, 132.32444546603838
740235.2063963257, 132.18231620886488
742806.68897726, 132.32444546603838
742806.68897726, 132.18231620886488
745378.1715581942, 132.4665747232119
745378.1715581942, 132.32444546603838
747949.6541391285, 132.4665747232119
747949.6541391285, 132.32444546603838
750521.1367200627, 132.4665747232119
753092.619300997, 132.6087039803854
753092.619300997, 132.4665747232119
755664.1018819312, 132.6087039803854
755664.1018819312, 132.4665747232119
758235.5844628655, 132.6087039803854
760807.0670437998, 132.7508332375589
760807.0670437998, 132.6087039803854
763378.549624734, 132.7508332375589
763378.549624734, 132.6087039803854
765950.0322056683, 132.89296249473242
765950.0322056683, 132.7508332375589
768521.5147866025, 132.89296249473242
768521.5147866025, 132.7508332375589
771092.9973675368, 132.89296249473242
773664.479948471, 133.03509175190592
773664.479948471, 132.89296249473242
776235.9625294053, 133.03509175190592
776235.9625294053, 132.89296249473242
778807.4451103394, 133.03509175190592
781378.9276912737, 133.03509175190592
