Energy(KeV),Counts        
0.10059759036708837, 457479.7237135344
0.0977443630149859, 448491.4822210395
0.08932531800515986, 443499.88988582883
0.12309099434676996, 477449.16149902786
0.1314141504612678, 467459.0728281429
0.1313630097170928, 459468.84295822517
0.13131186897291758, 451478.6130883072
0.12289921655611336, 447485.7994868362
0.1677453874689958, 465451.54291554913
0.16489216011689312, 456463.3014230542
0.19854916237713138, 473433.3345626781
0.19849802163295638, 465443.1046927604
0.19844688088878115, 457452.87482284266
0.19840213273762797, 450461.42368666455
0.2237359788833686, 477421.54549717344
0.2236848381391936, 469431.3156272555
0.2320207794397351, 461438.7844238498
0.23196963869555987, 453448.55455393204
0.2319312831374285, 447455.8821514938
0.26836480163350673, 461428.8119787357
0.265505181688382, 451441.79175250116
0.26546682613025085, 445449.1193500629
0.2991430061695548, 465415.48869090574
0.2990918654253796, 457425.258820988
0.2990535098672482, 451432.58641854953
0.324278681931617, 461413.4697554831
0.3326146232321583, 453420.9385520776
0.3325634824879833, 445430.7086821599
0.33251234174380806, 437440.47881224216
0.3324739861856767, 431447.8064098039
0.36898421579801743, 457406.0810419223
0.36612459585289314, 447419.06081568776
0.36607984770173996, 440427.60967950965
0.38309053773298274, 477377.82016090374
0.38303939698880773, 469387.59029098577
0.3997624203340657, 461392.75775409234
0.40825178386713246, 477370.9161604401
0.4165749399816301, 467380.8274895549
0.4192896611515917, 454728.8630843556
0.4529573177335331, 473363.5274468791
0.44172340092973594, 465376.3660216117
0.4416722601855607, 457386.136151694
0.4416211194413857, 449395.90628177626
0.4837866630137564, 485340.4340289668
0.4837355222695814, 477350.2041590491
0.4836843815254064, 469359.9742891311
0.5004074048706644, 461365.1417522377
0.5003562641264894, 453374.91188231995
0.500311515975336, 446383.46074614185
0.49187968577946584, 439394.31094345194
0.5340324441657931, 473341.2812231628
0.5339813034216176, 465351.05135324504
0.5339301626774426, 457360.8214833273
0.5338790219332676, 449370.5916134096
0.5703253256153895, 465341.078908131
0.5590914088115924, 457353.9174828639
0.603924794538431, 473322.10344409733
