Energy(KeV),Counts
0.08341407151095726, 59.05061532907196
0.08341407151095726, 55.46179140942776
0.11700115340253747, 61.20469426118704
0.11700115340253747, 56.97234849114006
0.11700115340253747, 53.99128503226849
0.1533871587850828, 63.437350800325056
0.1505882352941177, 58.52404709820014
0.1841753171856979, 68.14996684009557
0.1841753171856979, 63.437350800325056
0.1841753171856979, 59.05061532907196
0.1841753171856979, 55.46179140942776
0.20936562860438301, 70.63597662977386
0.20936562860438301, 65.75145134113515
0.2177623990772779, 61.20469426118704
0.2177623990772779, 56.97234849114006
0.2177623990772779, 53.99128503226849
0.25414840445982323, 61.20469426118704
0.2513494809688581, 55.96080709326169
0.2513494809688581, 53.03267227746381
0.28493656286043834, 63.437350800325056
0.28493656286043834, 59.05061532907196
0.28493656286043834, 55.96080709326169
0.31012687427912344, 61.20469426118704
0.31852364475201855, 56.97234849114006
0.31852364475201855, 53.03267227746381
0.31852364475201855, 49.36542732350683
0.31852364475201855, 46.782394055208854
0.35490965013456366, 59.05061532907196
0.35211072664359855, 53.99128503226849
0.35211072664359855, 50.70994386255611
0.36890426758938877, 70.63597662977386
0.36890426758938877, 65.75145134113515
0.38569780853517877, 61.20469426118704
0.3940945790080739, 70.63597662977386
0.402491349480969, 64.58403738044018
0.4052902729719339, 57.65684720491405
0.4388773548635141, 68.14996684009557
0.4276816608996541, 63.437350800325056
0.4276816608996541, 59.05061532907196
0.4276816608996541, 54.96722556585956
0.469665513264129, 75.88336215660804
0.469665513264129, 70.63597662977386
0.469665513264129, 65.75145134113515
0.4780622837370241, 81.52056398075995
0.4864590542099192, 61.20469426118704
0.4864590542099192, 56.97234849114006
0.4864590542099192, 53.50983204006006
0.4780622837370241, 50.25775136162261
0.5200461361014996, 68.14996684009557
0.5200461361014996, 63.437350800325056
0.5200461361014996, 59.05061532907196
0.5200461361014996, 54.96722556585956
0.5564321414840445, 63.437350800325056
0.5452364475201845, 59.05061532907196
0.5872202998846596, 68.14996684009557
0.5872202998846596, 63.437350800325056
0.5872202998846596, 59.05061532907196
0.6040138408304498, 55.46179140942776
0.6208073817762401, 68.14996684009557
0.6208073817762401, 63.437350800325056
0.6208073817762401, 59.05061532907196
0.6403998462129947, 55.29644366837731
0.6543944636678201, 61.20469426118704
0.6739869281045752, 57.31357598212473
0.6627912341407152, 53.03267227746381
0.6879815455594, 63.437350800325056
0.7047750865051903, 59.05061532907196
0.7047750865051903, 55.46179140942776
0.7131718569780854, 63.437350800325056
0.7383621683967707, 59.05061532907196
0.7383621683967707, 54.96722556585956
0.7383621683967707, 51.16620495096837
0.7299653979238756, 47.62802746789056
0.7719492502883507, 70.63597662977386
0.7719492502883507, 65.75145134113515
0.7719492502883507, 61.20469426118704
0.7635524798154556, 56.97234849114006
0.7635524798154556, 53.03267227746381
0.7635524798154556, 50.25775136162261
0.7971395617070356, 70.63597662977386
0.8055363321799307, 64.58403738044018
0.8055363321799307, 60.118007760992995
0.8223298731257209, 55.46179140942776
0.841922337562476, 63.81729947054137
0.830726643598616, 59.05061532907196
0.8559169550173009, 70.63597662977386
0.8727104959630911, 65.75145134113515
0.8895040369088814, 74.5360565905836
0.8895040369088814, 69.38183814974093
0.9062975778546711, 63.437350800325056
0.9062975778546711, 59.05061532907196
0.9062975778546711, 55.46179140942776
0.9230911188004614, 71.91278477911845
0.9230911188004614, 66.93996734826301
0.9398846597462516, 61.20469426118704
0.9398846597462516, 56.97234849114006
0.9398846597462516, 53.99128503226849
