Energy(KeV),Intrinsic Efficiency 
1.4086683239678268, 75.99274521518451
1.4466870815428425, 76.27797934650484
1.4858459634925938, 77.46136219552196
1.4757691952519139, 75.68017642219685
1.5259086427563695, 77.45079409558475
1.5670515270408725, 77.44022743745975
1.6092214039169876, 76.83069504803936
1.5983897027515153, 75.64920537288698
1.6526951977100894, 77.41909844585955
1.641486884810236, 75.6388845065881
1.7010528678483383, 77.60829054535776
1.7431979024367124, 78.60945851170908
1.79029112774843, 79.21148446579134
1.8386565963706516, 79.81812100053713
1.8882320646940813, 79.80723136658771
1.8878456589306611, 77.3663011848061
1.8874593322408975, 75.00002764817185
1.8870730846086101, 72.70612735886144
1.8866869160176185, 70.48238675751782
1.886300826451749, 68.32665998721842
1.8860113111278547, 66.75324519002037
1.9369627008072696, 67.26447102574626
