Tpk(us),FWHM Fe-55 Resolution(eV)
5.933906020836254, 128.22152448013583
6.005004566694584, 128.09406026520938
6.052431186923714, 128.09378436864029
6.099857807152844, 128.09350847207116
6.147284427381976, 128.09323257550204
6.218382973240306, 127.9657683605756
6.265809593469436, 127.9654924640065
6.313236213698566, 127.96521656743738
6.360662833927696, 127.96494067086829
6.408048069671462, 127.83761440422637
6.455474689900592, 127.83733850765728
6.502901310129722, 127.83706261108817
6.550327930358854, 127.83678671451906
6.597754550587984, 127.83651081794996
6.645181170817114, 127.83623492138085
6.69256640656088, 127.70890865473895
6.73999302679001, 127.70863275816984
6.78741964701914, 127.70835686160075
6.834846267248272, 127.70808096503163
6.882272887477402, 127.70780506846253
6.917842852649249, 127.7075981460357
6.977084743450298, 127.58020290525153
7.024511363679428, 127.5799270086824
7.071937983908558, 127.57965111211331
7.119364604137688, 127.5793752155442
7.16679122436682, 127.5790993189751
7.214197152353268, 127.51529823736959
7.2616030803397145, 127.45149715576409
7.309029700568846, 127.45122125919497
7.356456320797976, 127.45094536262587
7.403882941027106, 127.45066946605677
7.451309561256238, 127.45039356948766
7.486879526428085, 127.45018664706083
7.546121417229132, 127.32279140627665
7.593548037458264, 127.32251550970754
7.640974657687394, 127.32223961313844
7.688401277916524, 127.32196371656934
7.735827898145656, 127.32168782000022
7.8069264440039845, 127.19422360507377
7.854353064233116, 127.19394770850467
7.901779684462246, 127.19367181193556
7.949206304691376, 127.19339591536647
7.996632924920508, 127.19312001879734
8.044059545149638, 127.19284412222825
8.115158091007968, 127.06537990730179
8.162584711237098, 127.06510401073268
8.21001133146623, 127.06482811416357
8.25743795169536, 127.06455221759447
8.30486457192449, 127.06427632102537
8.352291192153622, 127.06400042445625
8.399717812382752, 127.06372452788716
8.447144432611882, 127.06344863131805
8.494571052841014, 127.06317273474895
8.541997673070144, 127.06289683817985
8.613096218928474, 126.93543262325338
8.660522839157604, 126.93515672668428
8.707949459386734, 126.93488083011518
8.755376079615866, 126.93460493354607
8.802802699844996, 126.93432903697698
8.850229320074126, 126.93405314040785
8.897655940303258, 126.93377724383876
8.945082560532388, 126.93350134726965
8.992509180761518, 126.93322545070055
9.03993580099065, 126.93294955413144
9.08736242121978, 126.93267365756233
9.134768349206226, 126.86887257595683
9.182174277192676, 126.80507149435132
9.229600897421806, 126.80479559778222
9.277027517650936, 126.80451970121311
9.324454137880066, 126.80424380464402
9.371880758109198, 126.8039679080749
9.419307378338328, 126.8036920115058
9.466733998567458, 126.8034161149367
9.51416061879659, 126.80314021836759
9.56158723902572, 126.8028643217985
9.60901385925485, 126.80258842522937
9.656399094998616, 126.67526215858747
9.703825715227746, 126.67498626201836
9.751252335456876, 126.67471036544927
9.798678955686007, 126.67443446888015
9.846105575915137, 126.67415857231106
9.893532196144267, 126.67388267574195
9.9409588163734, 126.67360677917284
9.98838543660253, 126.67333088260375
10.03581205683166, 126.67305498603463
10.083238677060791, 126.67277908946554
10.130665297289921, 126.67250319289643
10.178091917519051, 126.67222729632732
10.2136618826909, 126.6720203739005
10.272903773491947, 126.54462513311631
10.320330393721077, 126.5443492365472
10.367757013950207, 126.5440733399781
10.41518363417934, 126.543797443409
10.46261025440847, 126.54352154683988
10.5100368746376, 126.54324565027079
10.557463494866731, 126.54296975370168
10.604890115095861, 126.54269385713258
10.652316735324991, 126.54241796056347
10.699743355554123, 126.54214206399436
10.747169975783253, 126.54186616742527
10.794596596012383, 126.54159027085615
10.830166561184232, 126.54138334842932
10.960548382328975, 126.41357426279149
11.007975002558105, 126.41329836622239
11.055401622787235, 126.41302246965327
11.102828243016367, 126.41274657308418
11.150254863245497, 126.41247067651507
11.197681483474627, 126.41219477994596
11.245108103703759, 126.41191888337686
11.292534723932889, 126.41164298680775
11.339961344162019, 126.41136709023866
11.38738796439115, 126.41109119366953
11.43481458462028, 126.41081529710044
11.48224120484941, 126.41053940053133
11.648192991166002, 126.28252339246666
11.695619611395133, 126.28224749589756
11.743046231624263, 126.28197159932846
11.790472851853394, 126.28169570275935
11.837899472082524, 126.28141980619026
11.885326092311654, 126.28114390962114
11.932752712540786, 126.28086801305204
11.980179332769916, 126.28059211648294
12.015749297941763, 126.2803851940561
11.559096059757376, 126.35494396798387
10.868589099811645, 126.49857693459205
0.5732888159565235, 159.92670549936142
